1754461255,-1.21110,-0.77348,-0.55660,0.99806,0.00329,-0.03499,0.05143,-0.62981,-0.22206,-0.42347,
1754461256,-1.28381,-0.79131,-0.60264,0.99840,0.00773,-0.02097,0.05196,-0.66284,-0.23889,-0.38901,
1754461188,0.00239,0.00209,-0.00132,0.99994,-0.00979,-0.00468,-0.00007,0.00043,0.00283,-0.00122,
1754461188,0.00228,0.00209,-0.00085,0.99994,-0.00979,-0.00472,-0.00007,-0.00005,0.00317,-0.00170,
1754461188,0.00198,0.00129,-0.00087,0.99994,-0.00961,-0.00470,-0.00004,-0.00078,0.00068,-0.00218,
1754461188,0.00211,0.00131,-0.00098,0.99994,-0.00960,-0.00470,-0.00004,0.00002,0.00053,-0.00237,
1754461189,0.00214,0.00135,-0.00109,0.99994,-0.00960,-0.00471,-0.00003,-0.00004,0.00021,-0.00294,
1754461189,0.00193,0.00134,-0.00090,0.99994,-0.00962,-0.00469,-0.00007,-0.00079,0.00051,-0.00283,
1754461189,0.00184,0.00152,-0.00057,0.99994,-0.00960,-0.00471,-0.00010,-0.00067,0.00085,-0.00327,
1754461189,0.00202,0.00141,-0.00093,0.99994,-0.00958,-0.00471,-0.00007,0.00084,0.00024,-0.00316,
1754461189,0.00223,0.00146,-0.00108,0.99994,-0.00960,-0.00471,-0.00004,0.00036,0.00067,-0.00243,
1754461190,0.00221,0.00146,-0.00104,0.99994,-0.00958,-0.00473,-0.00004,0.00003,0.00053,-0.00173,
1754461190,0.00216,0.00143,-0.00090,0.99994,-0.00958,-0.00473,-0.00004,0.00002,0.00041,-0.00099,
1754461190,0.00224,0.00144,-0.00096,0.99994,-0.00958,-0.00472,-0.00004,0.00032,0.00057,-0.00082,
1754461190,0.00235,0.00148,-0.00096,0.99994,-0.00958,-0.00474,-0.00004,0.00037,-0.00014,-0.00016,
1754461190,0.00236,0.00143,-0.00092,0.99994,-0.00958,-0.00474,-0.00004,-0.00005,0.00001,0.00009,
1754461190,0.00252,0.00161,-0.00102,0.99994,-0.00959,-0.00473,-0.00005,-0.00027,0.00030,-0.00012,
1754461190,0.00249,0.00173,-0.00089,0.99994,-0.00958,-0.00474,-0.00006,-0.00055,-0.00014,0.00049,
1754461191,0.00226,0.00149,-0.00071,0.99994,-0.00957,-0.00473,-0.00006,-0.00037,-0.00039,0.00036,
1754461191,0.00180,0.00118,-0.00030,0.99994,-0.00960,-0.00473,-0.00006,-0.00055,0.00021,0.00096,
1754461191,0.00090,0.00053,0.00004,0.99994,-0.00958,-0.00472,-0.00005,-0.00181,-0.00131,0.00071,
1754461191,0.00040,0.00012,0.00031,0.99994,-0.00960,-0.00471,-0.00005,-0.00080,-0.00073,0.00117,
